human_player,other_team,blue,flag_capture
human_player,other_team,tied,timeout
my_team,other_team,tied,timeout
my_team,other_team,tied,timeout
my_team,other_team,red,flag_capture
my_team,other_team,blue,flag_capture
my_team,other_team,blue,flag_capture
my_team,human_player,blue,flag_capture
my_team,human_player,blue,flag_capture
my_team,human_player,blue,flag_capture
my_team,human_player,blue,flag_capture
my_team,human_player,blue,flag_capture
my_team,human_player,blue,flag_capture
my_team,human_player,blue,flag_capture
my_team,human_player,blue,flag_capture
my_team,human_player,blue,flag_capture
my_team,human_player,blue,elimination
my_team,other_team,blue,elimination
my_team,other_team,blue,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,blue,flag_capture
my_team,other_team,blue,elimination
my_team,other_team,tied,mutual_elimination
my_team,other_team,tied,mutual_elimination
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,blue,elimination
my_team,other_team,tied,mutual_elimination
my_team,other_team,blue,elimination
my_team,other_team,red,flag_capture
my_team,other_team,blue,elimination
my_team,other_team,tied,mutual_elimination
my_team,other_team,blue,elimination
my_team,other_team,red,elimination
my_team,other_team,tied,mutual_elimination
my_team,other_team,red,elimination
my_team,other_team,tied,mutual_elimination
my_team,other_team,blue,elimination
my_team,other_team,tied,mutual_elimination
my_team,other_team,blue,elimination
my_team,other_team,tied,mutual_elimination
my_team,other_team,blue,elimination
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,tied,timeout
my_team,other_team,red,flag_capture
my_team,other_team,blue,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,tied,timeout
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,tied,timeout
my_team,other_team,tied,timeout
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,tied,timeout
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,tied,timeout
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,elimination
my_team,other_team,red,flag_capture
my_team,other_team,tied,timeout
my_team,other_team,tied,timeout
my_team,other_team,red,flag_capture
my_team,other_team,tied,timeout
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,tied,timeout
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,blue,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,elimination
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,elimination
my_team,other_team,red,flag_capture
my_team,other_team,tied,timeout
my_team,other_team,tied,timeout
my_team,other_team,red,elimination
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,blue,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,flag_capture
my_team,other_team,red,elimination
